[2024-08-25 20:38:54] [WARNING ] discord.client: PyNaCl is not installed, voice will NOT be supported
[2024-08-25 20:38:54] [INFO    ] discord.client: logging in using static token
[2024-08-25 20:45:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:45:48] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:45:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 66.
[2024-08-25 20:45:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-08-25 20:45:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 67, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:15:56.055000+00:00', 'pinned': False, 'nonce': '1277285272278532096', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285340775972926', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:45:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:45:56] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 68, 'op': 0, 'd': {'user_id': '710014942362730598', 'timestamp': 1724598963, 'member': {'user': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'display_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:03] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:03] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 69, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724598966, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:07] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:07] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 70, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:07.099000+00:00', 'pinned': False, 'nonce': '1277285318927581184', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285387097866364', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'inka hello world se start hoga', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:07] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 71, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724598974, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:15] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:15] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 72, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:16.712000+00:00', 'pinned': False, 'nonce': '1277285425760698368', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285427417448469', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'kuch toh competitive programming kar rahe', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:16] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 73, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724598978, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:19] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:19] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 74, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:20.339000+00:00', 'pinned': False, 'nonce': '1277285440600145920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285442630193173', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '11vi 12vi se', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:20] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 75, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:21.960000+00:00', 'pinned': False, 'nonce': '1277285448334442496', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285449429422123', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:22] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 76, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724598985, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:25] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:25] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 77, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:30.047000+00:00', 'pinned': False, 'nonce': '1277285482144727040', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285483348496476', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'phir bhi ye basic dekh ke pagal hore the', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:30] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 77.
[2024-08-25 20:46:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-08-25 20:46:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 78, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:31.582000+00:00', 'pinned': False, 'nonce': '1277285488876584960', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285489786748969', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<:sax:980129045838712932>', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:31] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 79, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724598993, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:33] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:33] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 80, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:34.262000+00:00', 'pinned': False, 'nonce': '1277285499819524096', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285501027614812', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'ajeeb hy', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:34] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 81, 'op': 0, 'd': {'user_id': '710014942362730598', 'timestamp': 1724598996, 'member': {'user': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'display_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:36] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:36] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 82, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:41.180000+00:00', 'pinned': False, 'nonce': '1277285461764603904', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285530043682847', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'to kya karte unn competition ma', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:41] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 83, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599002, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:43] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:43] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 84, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599011, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:51] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:51] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:46:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 85, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2024-08-25T15:16:53.527000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:16:41.180000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1277285530043682847', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'to kya karte unn competition ma', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'sexsweat', 'public_flags': 64, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}, 'attachments': []}, 'pinned': False, 'nonce': '1277285580866060288', 'message_reference': {'type': 0, 'message_id': '1277285530043682847', 'guild_id': '820326376673771540', 'channel_id': '888073495718805574'}, 'mentions': [{'username': 'sexsweat', 'public_flags': 64, 'member': {'roles': ['1200124512725901432', '840129551908339752'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-26T14:37:11.230000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '710014942362730598', 'global_name': 'hanu🦀', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b48b1a2a3b7eb55bcdf22d7f22d1f01e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285581830881373', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'rating khatarnak hai ek ki toh', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:53] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:46:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 86, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599016, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:46:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:46:56] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:46:56] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:47:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 87, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599024, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:47:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:47:04] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:47:04] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:47:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 88, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-08-25T15:17:06.982000+00:00', 'pinned': False, 'nonce': '1277285636675469312', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1277285638265114787', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'sirf DSA tak padha hai inhone languaze shayad', 'components': [], 'channel_id': '888073495718805574', 'author': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'attachments': [], 'guild_id': '820326376673771540'}}
[2024-08-25 20:47:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:47:07] [DEBUG   ] discord.client: Dispatching event message
[2024-08-25 20:47:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 89, 'op': 0, 'd': {'user_id': '708231383688019999', 'timestamp': 1724599030, 'member': {'user': {'username': 'kratos31.', 'public_flags': 256, 'id': '708231383688019999', 'global_name': 'Kratos', 'display_name': 'Kratos', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0754840b6d861f7e8217018809b7691c'}, 'roles': ['840129551908339752', '844840264966864896'], 'premium_since': None, 'pending': False, 'nick': 'ansh', 'mute': False, 'joined_at': '2021-05-29T15:15:21.187000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '888073495718805574', 'guild_id': '820326376673771540'}}
[2024-08-25 20:47:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-08-25 20:47:11] [DEBUG   ] discord.client: Dispatching event typing
[2024-08-25 20:47:11] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-08-25 20:47:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 89.
